Run!	Chạy!
Can I borrow your mobile phone?	Tôi có thể mượn điện thoại của bạn không?
Can I borrow your mobile phone?	Tao có thể mượn điện thoại của mày không?
Can I borrow your mobile phone?	Tôi có thể mượn điện thoại di động của bạn không?
Can I borrow your mobile phone?	Tôi có thể mượn điện thoại của anh không?
Did you see the new commercial?	Bạn có thấy người chào hàng mới
Don't forget to bring a camera.	Đừng quên đem theo máy ảnh.
Everybody laughed at his error.	Mọi người đều cười vào lỗi anh ấy mắc phải.
He does not care for ice cream.	Anh ấy không quan tâm kem
He gave us the signal to begin.	Anh ta đã bật đèn xanh cho chúng tôi bắt đầu.
He got off at the next station.	Cậu ta xuống ở nhà ga tiếp theo.
He has been dead for ten years.	Ông ta chết được 10 năm rồi.
He is enjoying his school life.	Anh ta đang tận hưởng cuộc sống học đường.
He is enjoying his school life.	Cậu ta đang tận hưởng cuộc sống học đường.
He left soon after our arrival.	Nó về sớm sau khi chúng tôi tới.
He traveled under another name.	Nó đã đi du lịch bằng một cái tên khác.
He traveled under another name.	Anh ấy đã du lịch với một cái tên khác.
He traveled under another name.	Anh ấy đã đi du lịch dưới một cái tên khác.
How about going out for a walk?	Ra ngoài đi dạo không?
How do you say that in Italian?	Trong tiếng Ý cái đó nói thế nào?
I can understand your language.	Tôi có thể hiểu ngôn ngữ của bạn.
I can understand your language.	Tao có thể hiểu ngôn ngữ của mày.
I can understand your language.	Tớ có thể hiểu tiếng của cậu.
I can't believe anyone anymore.	Tôi không thể tin bất kỳ ai nữa.
I didn't figure Tom would come.	Tôi không thể đoán được là Tom sẽ đến.
I forgot to lock the storeroom.	Tôi quên khoá cửa nhà kho.
I have a pain in my little toe.	Tôi có một vết thương ở ngón chân út.
I have no idea where she lives.	Tao chẳng biết nó sống ở đâu nữa.
I have no idea where she lives.	Tôi không biết cô ấy sống ở đâu.
I hope you don't miss anything.	Hy vọng bạn không quên bất cứ thứ gì.
I left my briefcase on the bus.	Tôi để quên cái cặp táp trên xe buýt.
I love her so much I could die.	Tôi yêu cô ấy nhiều đến mức có thể chết vì cô ấy.
I met him when I was a student.	Tôi từng quen anh ta khi còn đi học.
I need to explain a few things.	Tôi cần giải thích một vài thứ.
I never thought of it that way.	Tôi chưa từng nghĩ theo cách đó.
I think we can do a lot better.	Mình nghĩ bọn mình có thể làm tốt hơn rất nhiều.
I wish I could go back in time.	Ước gì thời gian có thể quay trở lại.
I would've preferred you do it.	Tôi muốn bạn làm hơn.
I'm sending someone to get you.	Tôi sẽ cử người đến đón bạn.
I'm too lazy to do my homework.	Tôi lười làm bài quá.
I've got nothing to say to Tom.	Tôi không có gì để nói với Tom cả.
I've never been to Tom's house.	Tôi chưa từng tới nhà của Tom.
Is everything OK at the office?	Ở công ty sao rồi, ổn không?
It looks like it'll rain today.	Có vẻ như trời sẽ mưa hôm nay.
It looks like it'll rain today.	Có vẻ như hôm nay trời sẽ mưa.
It looks like it'll rain today.	Chắc là hôm nay trời sẽ mưa.
It was now a race against time.	Bây giờ là cuộc đua với thời gian.
It's only a temporary solution.	Đó là giải pháp tạm thời.
Last night's game was exciting.	Trò chơi tối hôm qua rất hào hứng
My brother prefers windsurfing.	Anh tôi thích lướt ván buồm hơn.
Read this book at your leisure.	Đọc quyển sách này khi rảnh rỗi.
She turned down every proposal.	Cô ta từ chối mọi lời đề nghị.
She warmed herself by the fire.	Cô ấy tự sưởi ấm bằng lửa.
She warmed herself by the fire.	Nó tự sưởi ấm bằng lửa.
She warmed herself by the fire.	Bà ấy tự sưởi ấm bằng lửa.
So far, we've lost three games.	Chúng ta đã thua 3 trận cho đến thời điểm hiện tại.
Soldiers are human beings, too.	Lính thì cũng là người.
Someday I'll run like the wind.	Sẽ có một ngày tôi sẽ chạy nhanh như gió.
That factory manufactures toys.	Công ty đó sản xuất đồ chơi.
The boy looked like a grown-up.	Thằng nhóc nhìn giống như người trưởng thành.
The building was built in 1960.	Tòa nhà được xây vào năm 1960.
The locals are very hospitable.	Dân địa phương rất hiếu khách.
The news spread all over Japan.	Tin tức lan khắp Nhật Bản.
The pain has lessened a little.	Cơn đau đã dịu đi một chút.
The speaker cleared his throat.	Diễn giả tằng hắng cổ.
There's very little paper left.	Còn rất ít giấy thừa.
This flashlight is getting dim.	Cái đèn pin này ngày càng mờ.
This is the cheaper of the two.	Đây là món rẻ hơn trong hai món đồ.
This is very difficult for Tom.	Điều này rất khó cho Tom.
This medicine will do you good.	Thuốc này sẽ làm bạn dễ chịu.
This medicine will do you good.	Thuốc này sẽ làn bạn khỏe mạnh.
Tom and Mary are already there.	Tom và Mary đã ở đó rồi.
Tom and Mary are my classmates.	Tom và Mary là các bạn cùng lớp với tôi.
Tom asked how much we had paid.	Tom hỏi chúng tôi đã trả bao nhiêu.
Tom assumed Mary would be late.	Tom đoán là Mary sẽ tới muộn.
Tom became famous very quickly.	Tom đã trở nên nổi tiếng rất nhanh.
Tom became famous very quickly.	Tom trở nên nổi tiếng cực nhanh.
Tom became very famous quickly.	Tom đã trở nên rất nổi tiếng một cách nhanh chóng.
Tom came to Boston on business.	Tom đến Boston vì công việc.
Tom came to ask us to help him.	Tom tới nhờ bọn mình giúp.
Tom can neither read nor write.	Tom không biết đọc và cũng không biết viết.
Tom couldn't control his anger.	Tom không thể kiểm soát được cơn giận của cậu ta.
Tom entered the room nervously.	Tom bước vào phòng một cách ngại ngùng.
Tom failed to keep his promise.	Tom đã không giữ lời hứa.
Tom helped Mary in the kitchen.	Tom giups Mary làm bếp.
Tom hugged Mary and kissed her.	Tom ôm và hôn Mary.
Tom is a middle school teacher.	Tom là một giáo viên trung học.
Tom is good at keeping secrets.	Tom biết giữ bí mật.
Tom isn't good at reading maps.	Tom không giỏi xem bản đồ.
Tom isn't ready to be a father.	Tom chưa sẵn sàng để làm cha.
Tom just wants to be with Mary.	Tom chỉ muốn sống cùng với Mary
Tom lived here three years ago.	Tom từng sống ở đây 3 năm về trước.
Tom looks just like his father.	Tom trông giống hệt bố anh ta.
Tom never talks about his exes.	Tom không bao giờ nói về người cũ.
Tom splashed water on his face.	Tom vung nước lên mặt.
Tom told Mary his phone number.	Tom cho Mary số điện thoại
Tom took a book from the shelf.	Tom lấy cuốn sách ở trên giá
Tom went there to talk to Mary.	Tom đã đến đó để nói chuyện với Mary.
We ate until we were satisfied.	Chúng tôi đã ăn thỏa thích.
We cannot do the work in a day.	Chúng ta không thể làm công việc đó trong một ngày.
What do you think of the movie?	Bạn nghĩ sao về bộ phim?
What do you want to do tonight?	Tối nay bạn muốn làm gì?
What is the harm in doing that?	Làm việc đó thì có hại gì?
What time does the party start?	Buổi tiệc bắt đầu lúc mấy giờ?
What time does the party start?	Mấy giờ thì bắt đầu mở tiệc?
What was the score at halftime?	Vào giờ giải lao thì điểm số là bao nhiêu rồi?
Where can I buy a bathing suit?	Tôi có thể mua quần áo bơi ở đâu?
Where did you find this wallet?	Anh đã tìm thấy cái ví này ở đâu?
Where did you find this wallet?	Mày đã tìm thấy cái ví này ở đâu?
Where did you sleep last night?	Tối qua mày ngủ ở đâu?
Where did you sleep last night?	Tối qua anh ngủ ở đâu?
Where did you sleep last night?	Tối qua em ngủ ở đâu?
Where did you sleep last night?	Tối qua tụi bây ngủ ở đâu?
Where did you sleep last night?	Tối hôm qua bạn ngủ ở đâu?
Would you like to play with us?	Bạn có muốn chơi với chúng tôi không?
You cannot heal a broken heart.	Bạn không thể chữa khỏi vết thương lòng.
You don't seem very busy today.	Hôm nay bạn có vẻ rảnh nhỉ?
You have a good sense of humor.	Bạn có tính hài hước tốt.
You have such a beautiful home.	Bạn có một ngôi nhà thật đẹp.
You may as well get used to it.	Cậu tốt hơn hết là làm quen với nó đi.
A young person wants to see you.	Một thanh niên muốn gặp bạn.
A young person wants to see you.	Một người trẻ tuổi muốn gặp bạn.
Aim at the target with this gun.	Nhắm thẳng vào mục tiêu bằng khẩu súng này.
All of my friends have bicycles.	Tất cả bạn của tôi đều có xe đạp.
All you have to do is follow me.	Tất cả những gì bạn phải làm là theo tôi.
An odd idea popped into my head.	Một ý tưởng kỳ lạ lóe lên trong đầu tôi.
Call me at six tomorrow morning.	Gọi cho tôi vào lúc sáu giờ sáng mai.
Can you make sense of this poem?	Bạn có thể giải thích nghĩa của bài thơ này không?
Cars took the place of bicycles.	Xe hơi đã thay thế xe đạp.
Cars took the place of bicycles.	Xe đạp đã thế chỗ cho xe hơi.
Check the pressure of the tires.	Kiểm tra áp suất của bánh xe.
Classes are starting again soon.	Sắp vô tiết rồi.
Did Tom tell you about his past?	Tom đã kể với cậu về quá khứ của anh ta chưa?
Do you have change for a dollar?	Bạn có đồng đô la tiền lẻ không?
Do you want to sit in the front?	Bạn có muốn ngồi phía trước không?
Doctors do not always live long.	Không phải bác sỹ nào cũng sống thọ.
Doctors do not always live long.	Bác sỹ không phải luôn luôn sống thọ.
Does anybody have any good news?	Ai có tin gì tốt không?
French is pretty hard, isn't it?	Tiếng Pháp rất khó phải không?
Guess what I found on the beach.	Coi tôi tìm được gì ở bãi biển nè.
Have you always been a comedian?	Bạn làm diễn viên hài suốt à?
He came near being hit by a car.	Tôi mém bị xe hơi tông.
He has started acting strangely.	Anh ta cư xử một cách kỳ lạ.
He is proud of being a musician.	Cậu ấy tự hào là một nhạc sĩ.
He is unpopular for some reason.	Không hiểu sao, mọi người không ưa hắn.
He walked his horse to the gate.	Anh ấy dẫn ngựa của anh ấy ra cổng.
He walked his horse to the gate.	Nó dắt ngựa của nó ra cổng.
He's been teaching for 20 years.	Anh ta đã dạy học hơn 20 năm.
I came here three days ago, too.	Tôi cũng đến đây ba ngày trước.
I can barely stand his behavior.	tôi có thể chịu đựng được sự đối xử của nó.
I changed my address last month.	Tôi đã thay đổi địa chỉ của tôi vào tháng trước.
I don't answer stupid questions.	Tôi không trả lời các câu hỏi ngốc nghếch.
I don't know if I still have it.	Không biết là tôi còn không nữa.
I heard he had a new girlfriend.	Tôi nghe nói anh có bạn gái mới.
I just wanted to check my email.	Tôi chỉ muốn kiểm tra hòm thư điện tử thôi.
I know what you're going to say.	Tôi biết bạn sẽ nói gì.
I left your umbrella on the bus.	Tôi dã để lại cây dù của bạn trên xe buýt.
I like music better than sports.	Tôi thích âm nhạc hơn là thể thao.
I must get the television fixed.	Tôi cần kêu thợ sửa cái TV này.
I must get the television fixed.	tôi phải sửa cái tivi này.
I must hand in the report today.	Tôi phải bàn giao báo cáo hôm nay.
I must learn this poem by heart.	Tôi phải học thuộc lòng bài thơ này.
I ordered the book from England.	Tôi đặt quyển sách đó từ nước Anh.
I ordered the book from England.	Tôi đặt hàng quyển sách đó từ Anh quốc.
I ordered the book from England.	Tôi mua quyển sách đó từ Anh quốc.
I own 1,000 shares of NTT stock.	Tôi có 1,000 cổ phần của NTT.
I study for many hours at night.	Tôi nghiên cứu nhiều giờ liền vào buổi tối.
I think Tom is hiding something.	Tôi nghĩ Tom đang giấu cái gì đó.
I think you need to go home now.	Tớ nghĩ cậu nên về nhà ngay.
I told Tom his answer was wrong.	Tôi bảo Tom là câu trả lời của anh ấy sai.
I told Tom his answer was wrong.	Tôi bảo Tom là anh ấy đã trả lời sai.
I told you to leave it up to me.	Tớ đã bảo cậu để đó cho tớ.
I took your umbrella by mistake.	Tôi đã cầm nhầm cây dù của bạn.
I want you to keep your promise.	Tôi muốn bạn giữ lời hứa.
I went swimming after I woke up.	Tôi đi bơi sau khi thức dậy.
